,year,sid,post,homicide,murder,robbery,assault,burglary,larceny,l_exp_pubwelfare,l_police,l_income,unemployrt,poverty,blackm_15_24,whitem_15_24,popwt
321,2002,31,0,4.037946,4.061769,166.22282,197.64496,522.8962,1763.6057,6.875048,6.139282,11.099439,5.8,8.430945819218886,0.040474754,0.60172546,8530271.0
322,2003,31,0,4.8081045,4.8081045,158.00426,194.83482,514.64484,1685.0511,6.890759,6.1581063,11.10407,5.9,8.982143220880532,0.041425493,0.60830814,8530271.0
323,2004,31,0,4.609978,4.609978,153.7757,189.85583,482.5189,1646.1503,7.240259,6.158459,11.063556,4.9,8.434825374731252,0.04364191,0.61149246,8530271.0
324,2005,31,0,4.8935466,4.8935466,155.07967,188.68906,457.43512,1604.52,7.319316,6.1715136,11.167219,4.5,8.661741748183726,0.043830685,0.6039951,8530271.0
325,2006,31,0,4.8942294,4.8942294,153.108,178.33565,451.3007,1543.5277,7.345981,6.0351343,11.206373,4.6,8.490067120863403,0.04346351,0.57762223,8530271.0
326,2007,31,0,4.3945575,4.3945575,144.74358,167.51222,429.21332,1527.5297,7.2744317,6.1751523,11.060809,4.2,8.370686110372597,0.044533823,0.5710041,8530271.0
327,2008,31,0,4.342469,4.342469,146.68538,163.44315,466.60757,1600.0729,7.281258,6.1848025,11.099408,5.5,8.54714605063966,0.0452841,0.55296034,8530271.0
328,2009,31,0,3.6876276,3.6876276,134.54639,163.15729,427.08276,1483.1777,7.34437,6.175864,11.095074,9.1,9.227831577837613,0.04785824,0.54815024,8530271.0
329,2010,31,0,4.2370443,4.2370443,134.9687,158.57509,442.34286,1470.4485,7.363129,6.1241984,11.059425,9.6,9.316792034,0.04746403,1.0401201,8530271.0
330,2000,32,0,7.572617,6.675122,140.17755,573.8361,1196.9784,3249.2136,6.9460807,5.7213497,10.701715,5.0,17.33865697670831,12.147544,39.91532,1894993.1
331,2001,32,0,5.5220175,4.90846,150.3216,593.70056,1090.5706,3146.2114,7.0890255,5.4785976,10.616266,4.9,18.220036222203753,12.205109,40.382847,1894993.1
332,2002,32,0,8.357535,7.5877624,121.29423,568.20245,1079.5516,2936.464,7.209191,5.7404623,10.668304,5.5,18.00411058778766,12.121176,40.16296,1894993.1
333,2003,32,0,6.310257,5.8750668,105.37041,519.073,1033.4133,2752.3057,7.348758,5.57923,10.636264,6.0,17.99288137750731,12.085502,40.235012,1894993.1
334,2004,32,0,9.072184,8.052235,110.69138,526.6698,1069.5514,2795.1453,7.3424907,5.664456,10.72911,5.8,16.968097584490753,12.008189,40.147636,1894993.1
335,2005,32,0,7.630352,7.1004663,100.307335,496.50275,1109.5273,2686.8906,7.447388,5.6815286,10.68047,5.3,18.293291649003816,11.994171,40.19097,1894993.1
336,2006,32,0,7.0602717,6.548658,108.20634,493.24695,1088.1005,2382.8928,7.2841225,5.489122,10.675585,4.2,17.91262555644406,11.651597,39.05205,1894993.1
337,2007,32,0,9.57358,9.110342,119.92709,508.73795,1074.8145,2365.1887,7.4303737,5.671609,10.750278,3.5,17.70906303996146,11.766135,39.66792,1894993.1
338,2008,32,0,7.6443796,7.4405293,109.671364,488.9345,1055.9436,2395.4426,7.515797,5.6828957,10.660431,4.0,16.81034702424695,11.665884,39.262398,1894993.1
339,2009,32,0,10.077054,9.568111,98.327614,484.00394,1117.3824,2350.3965,7.599327,5.819089,10.697859,6.9,18.2725486803131,11.701852,39.00512,1894993.1
340,2010,32,0,6.9683027,6.821085,79.2031,461.87088,1031.2107,2182.7961,7.6754236,5.690047,10.716593,8.5,18.26907364,12.522727,41.702885,1894993.1
341,2000,33,0,5.1750393,4.9521646,220.3686,326.64716,478.0714,1853.1261,7.6565757,6.1535053,10.851025,4.5,13.408917897133701,0.73295295,1.9836001,18912244.0
342,2001,33,0,5.2079463,5.034348,198.30882,309.01022,436.1655,1786.5209,7.6742177,6.1488023,10.8564,4.9,13.9065184499633,0.7494886,2.0134137,18912244.0
343,2002,33,0,4.8945847,4.8030467,197.36107,288.52203,412.9974,1712.4315,7.7222996,6.077865,10.836852,6.2,14.059971854791833,0.7656229,2.0296319,18912244.0
344,2003,33,0,5.0213633,4.9783535,192.41391,263.3635,405.6498,1674.2644,7.8152323,5.9515657,10.834174,6.4,14.518034892237194,0.7739673,2.0103462,18912244.0
345,2004,33,0,4.770763,4.797595,179.80785,251.74493,379.38565,1669.1552,7.8436055,6.140089,10.850075,5.8,14.712216485083424,0.80211604,2.0679352,18912244.0
346,2005,33,0,4.685002,4.6957226,188.574,247.38312,364.69043,1620.0244,7.8453145,6.105384,10.872143,5.0,13.853909953082974,0.826474,2.1039464,18912244.0
347,2006,33,0,4.7860317,4.7704926,178.75102,235.2148,355.86526,1540.4236,7.804154,6.099708,10.861822,4.5,13.833770248629676,0.8311949,2.1086717,18912244.0
348,2007,33,0,4.1699615,4.159589,161.24889,234.6537,337.86026,1510.4078,7.8408957,6.111419,10.848716,4.5,13.40588720782845,0.8478922,2.1252851,18912244.0
349,2008,33,0,4.3028727,4.3028727,163.61725,216.80096,337.3174,1533.552,7.7550645,6.032229,10.84152,5.4,13.360604761540307,0.8637502,2.1544523,18912244.0
350,2009,33,0,4.0208206,4.0208206,144.87825,224.49667,323.1535,1507.921,7.7693744,6.0687804,10.840463,8.4,13.9422029442497,0.8742427,2.1707437,18912244.0
351,2010,33,0,4.486133,4.4809527,147.49846,227.24388,336.57913,1506.1959,7.851352,6.068438,10.816292,8.4,14.05340778,0.863363,2.1881037,18912244.0
352,2000,34,0,7.1836944,7.01693,161.56898,317.04465,1255.7097,2985.941,6.8528,5.847395,10.789608,3.7,11.98617344106138,0.009172038,0.6284706,8533450.0
353,2001,34,0,6.3663354,6.252876,167.71826,309.7821,1284.4744,2990.8035,6.869812,5.85334,10.75786,5.6,12.161099800185317,0.010501302,0.632549,8533450.0
354,2002,34,0,6.795741,6.634528,151.35405,299.71945,1234.3323,2843.6333,6.9363956,5.844681,10.697723,6.6,13.12549030403997,0.011185691,0.6331448,8533450.0
355,2003,34,0,6.2112503,5.953471,150.1134,286.8591,1235.9529,2848.8403,7.0358067,5.85601,10.696344,6.5,13.726298433635614,0.01209107,0.64021295,8533450.0
356,2004,34,0,6.432868,6.1789393,142.46626,285.259,1223.6113,2746.6292,7.113396,5.8793263,10.746046,5.5,14.19546584364648,0.013264768,0.6558261,8533450.0
357,2005,34,0,6.955144,6.8005853,150.21922,298.75018,1240.013,2628.5808,7.1896114,5.8812127,10.757264,5.2,14.829222684802035,0.01415996,0.643654,8533450.0
358,2006,34,0,6.0972133,5.973011,152.611,290.00153,1217.9183,2561.9812,7.1050177,5.8473353,10.669792,4.8,14.18871213870483,0.013684857,0.62018824,8533450.0
359,2007,34,0,6.6066422,6.2684183,153.28313,293.37552,1229.6584,2643.7957,7.0794168,5.8445234,10.7311,4.7,14.170086769116224,0.012886335,0.5990511,8533450.0
360,2008,34,0,6.695108,6.4627156,158.4804,286.6613,1234.3455,2594.2158,7.079187,5.8705144,10.679895,6.4,14.407008770812519,0.01316889,0.580571,8533450.0
361,2009,34,0,5.4058805,5.295331,130.72502,257.86823,1192.0575,2387.0225,7.1387954,5.8797107,10.659562,10.8,16.30677763645841,0.013575504,0.57321125,8533450.0
362,2010,34,0,5.0422688,4.788037,101.798744,238.91455,1087.7953,2200.3677,7.097897,5.8492494,10.686316,10.2,15.8019829,0.014215808,0.51363343,8533450.0
363,2000,35,0,0.64665383,0.48499036,9.053153,47.529057,338.3616,1793.171,7.0200744,5.4809313,10.727115,2.9,10.477246677411896,15.899601,103.493706,625979.44
364,2001,35,0,1.1460512,1.3097727,9.823296,44.859715,354.45724,1896.3872,7.098627,5.498955,10.693762,2.8,11.540407306567037,16.553398,105.71568,625979.44
365,2002,35,0,0.81934303,0.81934303,9.504379,44.244526,367.55728,1884.6528,7.1276965,5.532145,10.6890545,3.5,11.245483371432785,16.98072,106.27895,625979.44
366,2003,35,0,1.47726,1.31312,8.69942,46.944042,321.55026,1695.0739,7.1444902,5.5511584,10.776996,3.6,10.679441136111457,17.430027,106.7972,625979.44
367,2004,35,0,1.3121401,1.3121401,7.052753,54.12578,334.59573,1560.7906,7.164873,5.5786886,10.720422,3.5,11.091684148199661,17.762932,106.16444,625979.44
368,2005,35,0,1.9683586,1.8043288,8.857614,75.45375,335.11307,1596.3389,7.137058,5.564411,10.760495,3.4,11.578541610281393,18.15253,105.71365,625979.44
369,2006,35,0,1.2581247,1.2581247,11.952185,123.13896,404.80164,1515.4113,7.087545,5.539745,10.700725,3.2,11.175135680889243,17.739716,100.77878,625979.44
370,2007,35,0,2.1953588,2.0385473,11.4472275,135.6418,360.9797,1488.9236,7.060342,5.5642676,10.812532,3.2,11.328364504813324,17.967129,99.744865,625979.44
371,2008,35,1,0.78294677,0.78294677,11.431024,133.41414,360.7819,1523.3013,7.1117754,5.5682454,10.8249445,3.3,11.063664535485497,18.138998,98.83169,625979.44
372,2009,35,1,1.875806,1.875806,16.725937,204.46286,379.22543,1480.9489,7.173224,5.6028943,10.837658,4.3,11.397241001993045,18.179531,97.902695,625979.44
373,2010,35,1,1.502221,1.502221,13.519989,176.6612,295.33667,1362.5145,7.126745,5.6218805,10.847004,3.8,11.91035947,17.663715,95.53991,625979.44
374,2000,36,0,3.78143,3.274827,141.2156,159.54378,801.8441,2653.1255,6.944952,5.6971245,10.904028,4.0,9.846020709752715,0.22173835,1.6225592,11286245.0
375,2001,36,0,4.081497,3.9370193,155.30458,161.68869,875.0838,2672.622,7.0553336,5.681623,10.84856,4.4,10.335921652594532,0.231336,1.6498188,11286245.0
376,2002,36,0,4.7293177,4.4505935,160.67992,152.14737,891.59326,2580.8499,7.1339273,5.7113857,10.853812,5.7,10.321331056547534,0.2367536,1.6561962,11286245.0
377,2003,36,0,4.723962,4.328801,151.73257,144.62866,853.93243,2527.077,7.1954913,5.647626,10.851122,6.2,10.74964422102321,0.23437496,1.6539434,11286245.0
378,2004,36,0,4.5365705,4.3034663,156.26065,144.41714,865.3374,2529.7925,7.2465262,5.526451,10.81372,6.2,11.77788735677527,0.23748857,1.6683013,11286245.0
379,2005,36,0,5.2888207,5.037826,167.38669,145.46947,898.0507,2501.442,7.271297,5.630436,10.807057,5.9,12.93001025672653,0.23754872,1.6508023,11286245.0
380,2006,36,0,4.6959376,4.451993,169.09732,144.7464,921.789,2463.3896,7.3198147,5.552748,10.812471,5.5,12.857529434990711,0.2365045,1.6028132,11286245.0
381,2007,36,0,4.6146855,4.3006425,159.84782,143.91014,857.59875,2310.3784,7.313334,5.5983834,10.851877,5.6,12.724188445612528,0.24319132,1.5903218,11286245.0
382,2008,36,0,4.8021684,4.104939,163.8838,143.56828,894.33636,2277.9797,7.2600265,5.614091,10.769074,6.6,12.9799216191971,0.2437253,1.5670583,11286245.0
383,2009,36,1,4.5778885,4.4562745,153.4939,138.89157,903.49445,2169.7366,7.283579,5.5562005,10.750128,10.4,14.76119667216187,0.2451559,1.5510789,11286245.0
384,2010,36,1,4.1294985,4.094797,142.9622,136.30815,924.11414,2140.5898,7.2893553,5.4922338,10.738417,10.4,14.44098691,0.21985243,1.5554676,11286245.0
385,2000,37,0,5.451911,5.4219556,78.33378,388.1641,948.42285,2879.208,5.8461146,5.738921,10.622863,3.1,13.991670558392514,0.14417608,5.6077995,3490586.0
386,2001,37,0,5.526248,5.526248,82.02744,397.56128,1032.7512,2823.9727,6.917304,5.7540765,10.6886215,3.7,14.566323939707138,0.147745,5.6762037,3490586.0
387,2002,37,0,4.8231773,4.8231773,87.76408,381.26773,1040.7114,2964.4785,7.046296,5.746876,10.696163,4.8,14.756111453862463,0.15215202,5.7282186,3490586.0
388,2003,37,0,6.064542,6.064542,94.913025,377.6208,1025.8496,3044.1646,7.010802,5.7324743,10.658693,5.6,14.828747342346931,0.1512014,5.7419734,3490586.0
389,2004,37,0,5.4510255,5.4510255,90.55736,375.18295,1032.8813,2967.9075,7.08679,5.7240314,10.730422,5.0,14.202558934084209,0.15139784,5.7219357,3490586.0
390,2005,37,0,5.446344,5.446344,94.07321,382.87506,1039.5236,2732.3171,7.1123686,5.7655697,10.646472,4.5,16.368913783502297,0.15325488,5.732641,3490586.0
391,2006,37,0,5.811335,5.811335,87.728806,364.99655,962.67,2287.0117,7.1228595,5.7280135,10.645401,4.0,16.112177764267667,0.15156968,5.5219417,3490586.0
392,2007,37,1,6.2343984,6.2343984,94.57834,362.74133,958.11237,2253.106,7.1725135,5.7524548,10.7242365,4.3,15.45781311286861,0.1576492,5.541765,3490586.0
393,2008,37,1,5.878764,5.878764,102.0742,384.97586,974.46063,2213.7708,7.210769,5.7694607,10.751371,3.9,15.369003383062504,0.16002995,5.4594865,3490586.0
394,2009,37,1,6.4818635,6.4818635,93.01751,372.09775,1054.577,2321.6428,7.272662,5.8050146,10.750107,6.4,15.947350649141997,0.163487,5.4125776,3490586.0
395,2010,37,1,5.247455,5.247455,89.79876,349.9649,1008.48016,2165.1807,7.2837844,5.7492633,10.678215,6.8,15.77866718,0.1755341,5.42969,3490586.0
396,2000,38,0,2.093359,2.0335488,86.36601,231.94418,766.1096,3416.063,7.048711,5.4397697,10.893196,5.1,10.804124993869449,2.7448123,19.38594,3581658.2
397,2001,38,0,2.4739666,2.4739666,80.9635,195.64954,784.8365,3623.5955,7.0964303,5.4343176,10.836223,6.4,11.271450984388387,2.786776,19.298178,3581658.2
398,2002,38,0,2.0904994,2.0904994,79.61319,181.35083,746.07605,3452.9534,7.213205,5.4069815,10.8329315,7.6,11.502305501526791,2.8433697,19.227892,3581658.2
399,2003,38,0,1.9527116,1.9239953,81.75544,183.00928,820.19635,3512.7847,7.169631,5.3727694,10.806916,8.1,12.154280300843945,2.9111772,19.210546,3581658.2
400,2004,38,0,2.5613594,2.5613594,78.29222,187.83302,855.8356,3354.4702,7.0523357,5.2834773,10.7646675,7.3,13.154345531381065,2.9758444,19.091377,3581658.2
401,2005,38,0,2.2471223,2.2471223,69.60461,185.94936,775.84705,3182.9363,7.091376,5.34413,10.806065,6.2,13.969179033563298,3.0210872,18.926498,3581658.2
402,2006,38,0,2.3778913,2.3238482,73.28229,174.61287,653.83905,2671.1555,7.0541,5.3076615,10.83809,5.4,13.169139943762872,2.9964943,18.291983,3581658.2
403,2007,38,0,2.005693,2.005693,77.571526,179.26558,619.5965,2570.946,7.0017385,5.6044626,10.874759,5.2,12.919020419580116,3.0680597,18.290157,3581658.2
404,2008,38,0,2.2754505,2.2754505,71.101135,158.58551,563.5889,2479.5183,7.063777,5.586361,10.8663,6.4,13.424488773194874,3.075017,17.971775,3581658.2
405,2009,38,0,2.3608906,2.3608906,67.04393,165.77208,529.56384,2282.1226,7.2026734,5.614782,10.817957,11.2,14.401781184614398,3.1320164,17.878086,3581658.2
406,2010,38,0,2.3913186,2.5752661,62.80496,156.61823,516.0255,2283.026,7.2621126,5.590638,10.830243,10.6,14.32751919,3.2745297,18.220192,3581658.2
407,2000,39,0,5.0811324,4.870122,153.23581,249.6676,456.45786,1906.429,7.2538676,5.421956,10.885566,4.2,9.587708319037374,0.038403906,0.47389576,12172547.0
408,2001,39,0,5.491896,5.1207085,147.63162,243.07758,458.45944,1884.2013,7.3556533,5.361108,10.888763,4.8,10.17343847291875,0.0398521,0.47961718,12172547.0
409,2002,39,0,5.2447896,5.017852,144.25693,235.84743,467.40826,1785.5903,7.3396983,5.467559,10.849454,5.6,10.174454815044678,0.041227072,0.48378983,12172547.0
410,2003,39,0,5.4269314,5.2591743,150.81332,226.6981,452.25546,1788.9497,7.3771114,5.4313593,10.83756,5.7,10.731467302151657,0.042274706,0.48083282,12172547.0
411,2004,39,0,5.435745,5.3939314,154.49223,236.99011,455.2896,1791.2786,7.389626,5.4198384,10.837834,5.5,11.387667867297246,0.042256642,0.48169062,12172547.0
412,2005,39,0,6.310967,6.2358365,160.3954,243.79866,468.59763,1794.0844,7.5023623,5.435243,10.853407,5.0,11.827920635751443,0.04254059,0.48086897,12172547.0
413,2006,39,0,6.0206,5.8759127,169.38062,237.53638,464.1167,1748.2006,7.4117627,5.4096346,10.867101,4.7,11.597958011903103,0.041396648,0.4658208,12172547.0
414,2007,39,0,5.926961,5.846322,156.9798,225.81319,452.0457,1704.5698,7.392479,5.4745626,10.838286,4.3,11.231970043607111,0.04164194,0.4613111,12172547.0
415,2008,39,0,5.6930017,5.6607924,151.97174,225.33658,472.56747,1764.4843,7.3473926,5.475121,10.859999,5.5,11.710029571399904,0.041888252,0.45849198,12172547.0
416,2009,39,0,5.304957,5.304957,139.84633,210.87202,437.595,1634.5338,7.402974,5.4626746,10.798902,8.2,12.122680958944429,0.041936323,0.45015433,12172547.0
417,2010,39,0,5.1883745,5.1646833,129.21184,205.95555,435.68918,1612.4473,7.4422183,5.450475,10.788494,9.0,12.35017878,0.048566975,0.48380604,12172547.0
418,2000,40,0,4.457639,4.457639,91.33207,172.56017,655.76825,2183.0544,7.28525,5.731941,10.886053,4.2,10.537660611211654,9.563122,17.548635,1042039.56
419,2001,40,0,3.823147,3.823147,96.657,180.08003,668.9527,2340.4521,7.427814,5.706945,10.938627,4.5,10.499832369704205,9.6707,17.504818,1042039.56
420,2002,40,0,3.97764,3.97764,88.866295,164.82951,622.3551,2333.3223,7.594609,5.7133455,10.847549,5.1,11.267198441541307,9.706993,17.426525,1042039.56
421,2003,40,0,2.4103448,2.4103448,80.023445,165.25323,532.5898,2151.9558,7.6309958,5.712872,10.878122,5.4,11.519809177821742,9.795641,17.276484,1042039.56
422,2004,40,0,2.5072277,2.5072277,70.49167,153.9052,526.99994,2085.1455,7.67811,5.6983013,10.921088,5.2,11.81482774382306,9.983105,17.766022,1042039.56
423,2005,40,0,3.2924616,3.2924616,75.14559,152.71211,515.0766,1894.8116,7.726525,5.7380543,10.919913,5.1,11.860705632627134,10.197625,17.975,1042039.56
424,2006,40,0,2.5290134,2.5290134,69.3137,131.5087,510.76703,1765.8134,7.6608357,5.71006,10.970093,5.2,11.01385337342288,10.034751,17.553507,1042039.56
425,2007,40,0,1.7889677,1.7889677,71.464554,130.50049,489.42392,1801.8671,7.6300073,5.7205286,10.950894,5.0,11.409094546943924,10.167928,17.96133,1042039.56
426,2008,40,0,2.9403229,2.9403229,83.46723,138.76427,546.9,1984.8127,7.6699886,5.727861,10.895164,7.7,11.58800196527384,10.25006,18.265097,1042039.56
427,2009,40,0,3.0263453,3.0263453,74.240036,148.0072,544.08014,1835.0055,7.6456523,5.7097096,10.868301,11.6,11.573784662292967,10.247868,18.298134,1042039.56
428,2010,40,0,2.7518253,2.7518253,74.01461,151.44528,580.8249,1745.0367,7.701007,5.7045608,10.857344,12.0,12.24268062,10.1623955,19.29447,1042039.56
429,2000,41,0,7.5058517,7.4026785,160.43436,646.22546,1039.9603,3234.0935,7.0296035,5.7585754,10.769916,3.6,13.024613261627943,0.017694207,1.3032326,4183317.2
430,2001,41,0,8.40126,8.40126,152.41924,637.17194,1084.8064,3226.644,7.0999436,5.748106,10.746627,5.2,14.021831057270628,0.017642647,1.3054031,4183317.2
431,2002,41,0,7.5027084,7.7041235,145.37128,647.80096,1101.3623,3101.6902,7.1964073,5.7214427,10.732629,5.9,14.291904199980914,0.017422397,1.3102297,4183317.2
432,2003,41,0,7.5588374,7.5338907,144.71556,633.6202,1097.4783,3188.4075,7.2526245,5.7161245,10.728014,6.7,14.138992299715133,0.018460527,1.3180068,4183317.2
433,2004,41,0,7.044616,7.0199847,134.68518,631.4045,1077.3583,3226.508,7.2467628,5.8845005,10.706856,6.8,15.322852783781027,0.019655956,1.3142396,4183317.2
434,2005,41,0,7.632547,7.681162,137.50739,601.78015,1038.9258,3074.6282,7.255355,5.909708,10.712883,6.7,15.592879951948985,0.02088012,1.2890983,4183317.2
435,2006,41,0,8.400349,8.377208,136.71973,583.8127,993.55536,2896.9634,7.0965657,5.8041205,10.665251,6.5,15.213309855553337,0.01999422,1.2256179,4183317.2
436,2007,41,1,8.404655,8.404655,146.38878,602.54913,1044.7633,2920.0637,7.1795077,5.8473706,10.747057,5.9,14.917363071652229,0.021796688,1.1978481,4183317.2
437,2008,41,1,6.9722414,6.9722414,149.801,548.83124,1044.0194,2869.7473,7.138828,5.8517423,10.661674,7.0,15.446444894876993,0.020848593,1.1719043,4183317.2
438,2009,41,1,6.9053473,6.8827066,130.2507,522.4971,1028.8514,2699.8774,7.2582636,5.675493,10.640149,11.8,17.05475849736929,0.023591382,1.1595097,4183317.2
439,2010,41,1,6.1067944,5.8450747,108.65732,456.26477,1006.66144,2640.1853,7.190487,5.7235656,10.638473,11.3,16.53789691,0.024797946,1.0473152,4183317.2
440,2000,42,0,0.9636219,0.9636219,18.033495,112.33078,398.66415,1728.7377,6.722778,5.5197716,10.740324,2.7,11.602282957933774,10.4412565,40.57963,761746.56
441,2001,42,0,0.96158075,1.3736868,14.148973,97.53176,424.0571,1726.8616,6.8420415,5.6103005,10.796633,3.1,11.855740911688425,10.709949,41.019386,761746.56
442,2002,42,0,1.5028082,1.2295704,15.984414,117.6289,414.50183,1658.4171,6.889177,5.618311,10.734242,3.3,12.615528380532895,10.864894,40.84209,761746.56
443,2003,42,0,1.3598984,1.3598984,14.142944,116.81528,391.37878,1573.6746,6.909574,5.62602,10.75477,3.6,12.590892215805013,11.001715,40.511105,761746.56
444,2004,42,0,2.292712,2.1578465,15.104925,115.17506,424.5563,1468.6842,6.9920874,5.7080708,10.76741,3.7,13.170011328693965,11.183848,40.61337,761746.56
445,2005,42,0,2.412762,2.1446772,19.436138,113.53385,335.77603,1387.3381,7.0033107,5.7183757,10.782969,3.7,13.505568788512038,11.35553,40.637882,761746.56
446,2006,42,0,3.7088242,3.0693717,19.055683,174.18684,385.97348,1319.574,6.9422784,5.578723,10.802103,3.2,13.120156947202972,11.006639,38.545937,761746.56
447,2007,42,1,3.9328074,3.4253483,15.22377,161.6257,336.1916,1356.438,6.92038,5.640629,10.795711,3.0,12.866623278921042,11.081002,38.769234,761746.56
448,2008,42,1,4.6496606,4.021328,16.839312,186.99176,325.6019,1287.3276,6.9402833,5.654732,10.8638525,3.0,12.346482657394155,11.041813,38.121563,761746.56
449,2009,42,1,3.7664168,3.2642279,14.689026,141.74283,329.0593,1367.3348,7.039887,5.6811223,10.748969,4.8,13.918542446890383,11.127502,38.23855,761746.56
450,2010,42,1,2.848075,2.848075,19.06972,200.47972,393.90115,1375.2488,7.0988317,5.698946,10.729175,4.6,13.33344891,11.0907755,38.86892,761746.56
451,2000,43,0,7.3989363,7.579398,170.80716,508.39716,1016.7943,2781.1157,7.082404,5.965257,10.672878,4.0,12.80476173890886,3.5567951,13.015974,5885931.5
452,2001,43,0,7.564352,7.4928217,182.74258,535.3701,1067.6824,2950.902,7.206454,6.019063,10.693489,4.7,13.387830048503055,3.6594474,13.172273,5885931.5
453,2002,43,0,7.440587,7.5291653,166.75772,521.532,1085.0502,2863.0315,7.30039,6.0509195,10.711725,5.3,13.812032350254647,3.7444754,13.305665,5885931.5
454,2003,43,0,6.960482,6.9780593,165.45207,500.43405,1113.0269,2931.2947,7.3716507,6.0365276,10.702863,5.7,13.76071514384733,3.7857113,13.277453,5885931.5
455,2004,43,0,6.2104464,6.1930504,154.1826,515.11914,1050.4874,2954.3633,7.425487,6.0421505,10.690717,5.5,15.252352010888634,3.8350463,13.286163,5885931.5
456,2005,43,0,7.417491,7.417491,172.25446,558.80725,1058.55,2914.6265,7.4870872,6.031345,10.692172,5.5,15.560261522495994,3.8876603,13.213633,5885931.5
457,2006,43,0,6.955021,6.9384613,184.4902,534.5761,1043.4187,2719.413,7.2816153,5.990047,10.692059,5.2,15.683654525574026,3.9270697,12.754796,5885931.5
458,2007,43,0,6.668153,6.668153,181.60426,540.28503,1016.2759,2774.7253,7.2420015,6.007933,10.676347,4.7,15.563353544147946,3.9271634,12.682136,5885931.5
459,2008,43,1,6.7056155,6.7056155,175.92476,515.3233,1062.2379,2719.355,7.264145,6.0112295,10.601722,6.4,15.28385587223133,3.9187813,12.503093,5885931.5
460,2009,43,1,7.5986943,7.5986943,156.73119,483.7348,1036.4099,2570.3882,7.2751207,6.0222883,10.625854,10.3,17.139845035349353,3.9483984,12.454503,5885931.5
461,2010,43,1,5.663577,5.695306,132.72124,445.15396,1019.04724,2428.2307,7.373101,6.009437,10.563233,10.0,16.49033694,3.8922892,19.902332,5885931.5
462,2000,44,0,6.101314,6.0914574,149.1175,366.18726,931.3375,3141.9402,6.6073613,5.8926325,10.797185,4.4,14.987720243021549,0.008959765,0.91391575,22486206.0
463,2001,44,0,6.4148126,6.3714695,170.23334,372.29993,984.19214,3224.864,6.6668663,5.8941917,10.826178,5.0,15.321404510720996,0.009121363,0.9153292,22486206.0
464,2002,44,0,6.1370244,6.1275973,177.13469,370.61594,1002.10724,3247.5889,6.7713237,5.900252,10.792592,6.4,15.749088849875474,0.009097125,0.9090432,22486206.0
465,2003,44,0,6.599275,6.5899935,171.79,351.69217,1020.41406,3242.2954,6.925006,5.867548,10.748389,6.7,16.536066454236835,0.009193505,0.89838785,22486206.0
466,2004,44,0,6.224853,6.211162,163.45715,346.77087,1004.54706,3178.6318,6.888103,5.8928156,10.7744465,6.0,16.475442589787114,0.00947419,0.8831898,22486206.0
467,2005,44,0,6.3178697,6.3043985,160.70828,338.49323,987.09644,3040.1301,6.8968077,5.8929086,10.742076,5.4,17.45219220423378,0.009654172,0.8759926,22486206.0
468,2006,44,0,5.89592,5.891666,158.51772,317.0184,917.4791,2760.7026,6.8632545,5.8479753,10.754322,4.9,16.431753687704195,0.009664884,0.8304186,22486206.0
469,2007,44,0,6.0721803,6.067904,165.79617,313.9702,976.428,2834.8145,6.8335314,5.888664,10.787813,4.3,16.194209705738725,0.010686182,0.82918614,22486206.0
470,2008,44,1,5.745201,5.7410073,158.26141,320.48157,964.74927,2744.6208,6.8864403,5.904953,10.759562,4.8,15.750841787270806,0.010928462,0.8065759,22486206.0
471,2009,44,1,5.583768,5.583768,159.62859,310.76398,1007.8407,2848.3723,7.0337563,5.933016,10.784338,7.5,17.393969917010097,0.011818276,0.80096,22486206.0
472,2010,44,1,5.0384617,5.0344276,132.48856,288.49933,922.15955,2640.759,7.0652328,5.893422,10.767727,8.2,16.62237338,0.013433209,0.7529011,22486206.0
473,2000,45,0,1.9610624,2.3715174,56.64278,162.49454,654.3564,3349.221,6.740052,5.7362285,11.005494,3.3,9.049801408225242,0.019473806,1.8613219,2449745.5
474,2001,45,0,3.0054345,3.7680073,53.694103,141.4797,619.2092,3170.3296,6.6748347,5.725541,10.973409,4.4,9.62972598960658,0.020634325,1.8836448,2449745.5
475,2002,45,0,2.0651524,2.1530313,50.09093,147.54855,664.53973,3286.4485,6.7355604,5.710267,10.968302,5.8,9.87384554680624,0.019904554,1.8940085,2449745.5
476,2003,45,0,2.597903,2.4680078,54.469368,158.1257,734.3839,3261.2776,6.8049126,5.720859,10.975328,5.6,10.191790193348934,0.020783225,1.9057784,2449745.5
477,2004,45,0,1.9578867,2.1707006,52.607563,144.62823,648.01794,3187.4822,6.8867226,5.705708,10.9805355,5.0,10.687167159259612,0.021536754,1.9057473,2449745.5
478,2005,45,0,2.3070426,2.2658455,45.110924,145.87926,616.7631,2969.576,6.821666,5.7039127,11.022197,4.1,10.495437411168558,0.02171092,1.874637,2449745.5
479,2006,45,0,2.0391653,1.9999506,48.665462,139.36911,577.16223,2604.328,6.821353,5.6842217,10.9865465,2.9,10.572719183800556,0.02294061,1.796387,2449745.5
480,2007,45,0,2.2898161,2.251006,55.343693,150.31285,604.0458,2656.0703,6.7600207,5.7162685,10.938254,2.7,9.872794887577786,0.023829613,1.7639347,2449745.5
481,2008,45,0,1.5017834,1.5017834,53.388397,140.86728,553.9328,2639.6846,6.730802,5.669214,11.056083,3.4,9.820011263375259,0.023765722,1.6913835,2449745.5
